"Site","Month","Species","total","nsurveys","freq"
"Carkeek Park",8,"Pileated Woodpecker",6,214,0.0280373831775701
"Carkeek Park",8,"Red-breasted Nuthatch",24,214,0.11214953271028
"Carkeek Park",8,"Red-tailed Hawk",1,214,0.00467289719626168
"Carkeek Park",8,"Rock Pigeon",28,214,0.130841121495327
"Carkeek Park",8,"Ruby-crowned Kinglet",4,214,0.0186915887850467
"Carkeek Park",8,"Rufous Hummingbird",3,214,0.014018691588785
"Carkeek Park",8,"Song Sparrow",150,214,0.700934579439252
"Carkeek Park",8,"Spotted Towhee",66,214,0.308411214953271
"Carkeek Park",8,"Steller's Jay",55,214,0.257009345794392
"Carkeek Park",8,"Swainson's Thrush",5,214,0.0233644859813084
"Carkeek Park",8,"Tree Swallow",2,214,0.00934579439252336
"Carkeek Park",8,"Violet-green Swallow",45,214,0.210280373831776
"Carkeek Park",8,"Western Tanager",2,214,0.00934579439252336
"Carkeek Park",8,"Western Wood-Pewee",1,214,0.00467289719626168
"Carkeek Park",8,"White-crowned Sparrow",4,214,0.0186915887850467
"Carkeek Park",8,"Wilson's Warbler",7,214,0.0327102803738318
"Carkeek Park",8,"Yellow Warbler",1,214,0.00467289719626168
"Carkeek Park",9,"American Crow",511,229,2.23144104803493
"Carkeek Park",9,"American Goldfinch",22,229,0.0960698689956332
"Carkeek Park",9,"American Robin",41,229,0.179039301310044
"Carkeek Park",9,"American Wigeon",23,229,0.100436681222707
"Carkeek Park",9,"Anna's Hummingbird",36,229,0.157205240174672
"Carkeek Park",9,"Band-tailed Pigeon",205,229,0.895196506550218
"Carkeek Park",9,"Barn Swallow",8,229,0.0349344978165939
"Carkeek Park",9,"Belted Kingfisher",2,229,0.00873362445414847
"Carkeek Park",9,"Bewick's Wren",77,229,0.336244541484716
"Carkeek Park",9,"Black-capped Chickadee",629,229,2.74672489082969
"Carkeek Park",9,"Black-throated Gray Warbler",1,229,0.00436681222707424
"Carkeek Park",9,"Brown Creeper",10,229,0.0436681222707424
"Carkeek Park",9,"Bushtit",40,229,0.174672489082969
"Carkeek Park",9,"California Quail",1,229,0.00436681222707424
"Carkeek Park",9,"Canada Goose",30,229,0.131004366812227
"Carkeek Park",9,"Cedar Waxwing",24,229,0.104803493449782
"Carkeek Park",9,"Chestnut-backed Chickadee",59,229,0.25764192139738
"Carkeek Park",9,"Common Yellowthroat",1,229,0.00436681222707424
"Carkeek Park",9,"Cooper's Hawk",2,229,0.00873362445414847
"Carkeek Park",9,"Dark-eyed Junco",1,229,0.00436681222707424
"Carkeek Park",9,"Downy Woodpecker",9,229,0.0393013100436681
"Carkeek Park",9,"European Starling",22,229,0.0960698689956332
"Carkeek Park",9,"Evening Grosbeak",4,229,0.0174672489082969
"Carkeek Park",9,"Fox Sparrow",4,229,0.0174672489082969
"Carkeek Park",9,"Glaucous-winged Gull",38,229,0.165938864628821
"Carkeek Park",9,"Golden-crowned Kinglet",60,229,0.262008733624454
"Carkeek Park",9,"Golden-crowned Sparrow",5,229,0.0218340611353712
"Carkeek Park",9,"Great Blue Heron",1,229,0.00436681222707424
"Carkeek Park",9,"Green Heron",3,229,0.0131004366812227
"Carkeek Park",9,"Hermit Thrush",5,229,0.0218340611353712
"Carkeek Park",9,"Horned Grebe",3,229,0.0131004366812227
"Carkeek Park",9,"House Finch",520,229,2.2707423580786
"Carkeek Park",9,"House Sparrow",9,229,0.0393013100436681
"Carkeek Park",9,"Hutton's Vireo",4,229,0.0174672489082969
"Carkeek Park",9,"Killdeer",2,229,0.00873362445414847
"Carkeek Park",9,"MacGillivray's Warbler",2,229,0.00873362445414847
"Carkeek Park",9,"Mallard",1,229,0.00436681222707424
"Carkeek Park",9,"Northern Flicker",48,229,0.209606986899563
"Carkeek Park",9,"Olive-sided Flycatcher",1,229,0.00436681222707424
"Carkeek Park",9,"Orange-crowned Warbler",12,229,0.0524017467248908
"Carkeek Park",9,"Pacific Wren",35,229,0.152838427947598
"Carkeek Park",9,"Pileated Woodpecker",8,229,0.0349344978165939
"Carkeek Park",9,"Pine Siskin",3,229,0.0131004366812227
"Carkeek Park",9,"Red-breasted Nuthatch",30,229,0.131004366812227
"Carkeek Park",9,"Rock Pigeon",23,229,0.100436681222707
"Carkeek Park",9,"Ruby-crowned Kinglet",6,229,0.0262008733624454
"Carkeek Park",9,"Rufous Hummingbird",2,229,0.00873362445414847
"Carkeek Park",9,"Song Sparrow",285,229,1.24454148471616
"Carkeek Park",9,"Spotted Towhee",50,229,0.218340611353712
"Carkeek Park",9,"Steller's Jay",41,229,0.179039301310044
"Carkeek Park",9,"Swainson's Thrush",7,229,0.0305676855895196
"Carkeek Park",9,"Townsend's Warbler",8,229,0.0349344978165939
"Carkeek Park",9,"Tree Swallow",1,229,0.00436681222707424
"Carkeek Park",9,"Warbling Vireo",12,229,0.0524017467248908
"Carkeek Park",9,"Western Tanager",1,229,0.00436681222707424
"Carkeek Park",9,"White-crowned Sparrow",7,229,0.0305676855895196
"Carkeek Park",9,"Wilson's Warbler",7,229,0.0305676855895196
"Carkeek Park",9,"Yellow Warbler",18,229,0.0786026200873362
"Carkeek Park",9,"Yellow-rumped Warbler",2,229,0.00873362445414847
"Carkeek Park",10,"American Crow",585,205,2.85365853658537
"Carkeek Park",10,"American Goldfinch",2,205,0.00975609756097561
"Carkeek Park",10,"American Robin",304,205,1.48292682926829
"Carkeek Park",10,"Anna's Hummingbird",42,205,0.204878048780488
"Carkeek Park",10,"Bald Eagle",1,205,0.0048780487804878
"Carkeek Park",10,"Band-tailed Pigeon",111,205,0.541463414634146
"Carkeek Park",10,"Barred Owl",1,205,0.0048780487804878
"Carkeek Park",10,"Belted Kingfisher",1,205,0.0048780487804878
"Carkeek Park",10,"Bewick's Wren",54,205,0.263414634146341
"Carkeek Park",10,"Black-capped Chickadee",351,205,1.71219512195122
"Carkeek Park",10,"Brown Creeper",16,205,0.0780487804878049
"Carkeek Park",10,"Bushtit",151,205,0.736585365853659
"Carkeek Park",10,"California Gull",1,205,0.0048780487804878
"Carkeek Park",10,"Canada Goose",10,205,0.0487804878048781
"Carkeek Park",10,"Chestnut-backed Chickadee",48,205,0.234146341463415
"Carkeek Park",10,"Cooper's Hawk",5,205,0.024390243902439
"Carkeek Park",10,"Dark-eyed Junco",5,205,0.024390243902439
"Carkeek Park",10,"Double-crested Cormorant",3,205,0.0146341463414634
"Carkeek Park",10,"Downy Woodpecker",11,205,0.0536585365853659
"Carkeek Park",10,"Eurasian Collared-Dove",1,205,0.0048780487804878
"Carkeek Park",10,"European Starling",25,205,0.121951219512195
"Carkeek Park",10,"Fox Sparrow",5,205,0.024390243902439
"Carkeek Park",10,"Glaucous-winged Gull",44,205,0.214634146341463
"Carkeek Park",10,"Golden-crowned Kinglet",175,205,0.853658536585366
"Carkeek Park",10,"Golden-crowned Sparrow",2,205,0.00975609756097561
"Carkeek Park",10,"Great Blue Heron",1,205,0.0048780487804878
"Carkeek Park",10,"Hairy Woodpecker",1,205,0.0048780487804878
"Carkeek Park",10,"Hermit Thrush",7,205,0.0341463414634146
"Carkeek Park",10,"House Finch",335,205,1.63414634146341
"Carkeek Park",10,"House Sparrow",32,205,0.15609756097561
"Carkeek Park",10,"Hutton's Vireo",1,205,0.0048780487804878
"Carkeek Park",10,"Killdeer",1,205,0.0048780487804878
"Carkeek Park",10,"Mallard",15,205,0.0731707317073171
"Carkeek Park",10,"Merlin",1,205,0.0048780487804878
"Carkeek Park",10,"Northern Flicker",50,205,0.24390243902439
"Carkeek Park",10,"Orange-crowned Warbler",1,205,0.0048780487804878
"Carkeek Park",10,"Pacific Wren",106,205,0.517073170731707
"Carkeek Park",10,"Pacific-slope Flycatcher",1,205,0.0048780487804878
"Carkeek Park",10,"Pileated Woodpecker",1,205,0.0048780487804878
"Carkeek Park",10,"Pine Siskin",48,205,0.234146341463415
"Carkeek Park",10,"Red-breasted Nuthatch",25,205,0.121951219512195
"Carkeek Park",10,"Red-breasted Sapsucker",1,205,0.0048780487804878
"Carkeek Park",10,"Red-tailed Hawk",1,205,0.0048780487804878
"Carkeek Park",10,"Rock Pigeon",29,205,0.141463414634146
"Carkeek Park",10,"Ruby-crowned Kinglet",24,205,0.117073170731707
"Carkeek Park",10,"Sharp-shinned Hawk",3,205,0.0146341463414634
"Carkeek Park",10,"Song Sparrow",205,205,1
"Carkeek Park",10,"Spotted Towhee",34,205,0.165853658536585
"Carkeek Park",10,"Steller's Jay",52,205,0.253658536585366
"Carkeek Park",10,"Swainson's Thrush",2,205,0.00975609756097561
"Carkeek Park",10,"Townsend's Warbler",3,205,0.0146341463414634
"Carkeek Park",10,"Varied Thrush",11,205,0.0536585365853659
"Carkeek Park",11,"American Crow",789,223,3.53811659192825
"Carkeek Park",11,"American Goldfinch",29,223,0.130044843049327
"Carkeek Park",11,"American Robin",103,223,0.461883408071749
"Carkeek Park",11,"Anna's Hummingbird",22,223,0.0986547085201794
"Carkeek Park",11,"Bald Eagle",2,223,0.00896860986547085
"Carkeek Park",11,"Band-tailed Pigeon",14,223,0.062780269058296
"Carkeek Park",11,"Barrow's Goldeneye",3,223,0.0134529147982063
"Carkeek Park",11,"Belted Kingfisher",1,223,0.00448430493273543
"Carkeek Park",11,"Bewick's Wren",37,223,0.165919282511211
"Carkeek Park",11,"Black-capped Chickadee",369,223,1.65470852017937
"Carkeek Park",11,"Brown Creeper",20,223,0.0896860986547085
"Carkeek Park",11,"Bushtit",186,223,0.834080717488789
"Carkeek Park",11,"California Quail",1,223,0.00448430493273543
"Carkeek Park",11,"Canada Goose",15,223,0.0672645739910314
"Carkeek Park",11,"Chestnut-backed Chickadee",43,223,0.192825112107623
"Carkeek Park",11,"Cooper's Hawk",2,223,0.00896860986547085
"Carkeek Park",11,"Dark-eyed Junco",12,223,0.0538116591928251
"Carkeek Park",11,"Double-crested Cormorant",2,223,0.00896860986547085
"Carkeek Park",11,"Downy Woodpecker",5,223,0.0224215246636771
"Carkeek Park",11,"European Starling",4,223,0.0179372197309417
"Carkeek Park",11,"Fox Sparrow",4,223,0.0179372197309417
"Carkeek Park",11,"Glaucous-winged Gull",89,223,0.399103139013453
"Carkeek Park",11,"Golden-crowned Kinglet",358,223,1.60538116591928
"Carkeek Park",11,"Golden-crowned Sparrow",2,223,0.00896860986547085
"Carkeek Park",11,"Great Blue Heron",3,223,0.0134529147982063
"Carkeek Park",11,"Hairy Woodpecker",4,223,0.0179372197309417
"Carkeek Park",11,"Hermit Thrush",1,223,0.00448430493273543
"Carkeek Park",11,"House Finch",371,223,1.66367713004484
"Carkeek Park",11,"House Sparrow",16,223,0.0717488789237668
"Carkeek Park",11,"Killdeer",9,223,0.0403587443946188
"Carkeek Park",11,"Mallard",27,223,0.121076233183857
"Carkeek Park",11,"Merlin",1,223,0.00448430493273543
"Carkeek Park",11,"Northern Flicker",54,223,0.242152466367713
"Carkeek Park",11,"Pacific Wren",105,223,0.47085201793722
"Carkeek Park",11,"Peregrine Falcon",1,223,0.00448430493273543
"Carkeek Park",11,"Pileated Woodpecker",5,223,0.0224215246636771
"Carkeek Park",11,"Pine Siskin",468,223,2.09865470852018
"Carkeek Park",11,"Red-breasted Merganser",13,223,0.0582959641255605
"Carkeek Park",11,"Red-breasted Nuthatch",8,223,0.0358744394618834
"Carkeek Park",11,"Red-tailed Hawk",3,223,0.0134529147982063
"Carkeek Park",11,"Rock Pigeon",35,223,0.15695067264574
"Carkeek Park",11,"Ruby-crowned Kinglet",97,223,0.434977578475336
"Carkeek Park",11,"Sharp-shinned Hawk",1,223,0.00448430493273543
"Carkeek Park",11,"Song Sparrow",164,223,0.73542600896861
"Carkeek Park",11,"Spotted Towhee",29,223,0.130044843049327
"Carkeek Park",11,"Steller's Jay",21,223,0.0941704035874439
"Carkeek Park",11,"Townsend's Warbler",2,223,0.00896860986547085
"Carkeek Park",11,"Varied Thrush",3,223,0.0134529147982063
"Carkeek Park",11,"Yellow-rumped Warbler",9,223,0.0403587443946188
"Carkeek Park",12,"American Crow",797,215,3.70697674418605
"Carkeek Park",12,"American Goldfinch",36,215,0.167441860465116
"Carkeek Park",12,"American Robin",67,215,0.311627906976744
"Carkeek Park",12,"American Wigeon",2,215,0.00930232558139535
"Carkeek Park",12,"Anna's Hummingbird",10,215,0.0465116279069767
"Carkeek Park",12,"Bald Eagle",2,215,0.00930232558139535
"Carkeek Park",12,"Band-tailed Pigeon",8,215,0.0372093023255814
"Carkeek Park",12,"Barrow's Goldeneye",3,215,0.013953488372093
"Carkeek Park",12,"Belted Kingfisher",1,215,0.00465116279069767
"Carkeek Park",12,"Bewick's Wren",24,215,0.111627906976744
"Carkeek Park",12,"Black-capped Chickadee",298,215,1.38604651162791
"Carkeek Park",12,"Brown Creeper",12,215,0.0558139534883721
"Carkeek Park",12,"Bushtit",227,215,1.05581395348837
"Carkeek Park",12,"Chestnut-backed Chickadee",46,215,0.213953488372093
"Carkeek Park",12,"Common Goldeneye",12,215,0.0558139534883721
"Carkeek Park",12,"Cooper's Hawk",2,215,0.00930232558139535
"Carkeek Park",12,"Dark-eyed Junco",2,215,0.00930232558139535
"Carkeek Park",12,"Downy Woodpecker",20,215,0.0930232558139535
"Carkeek Park",12,"Fox Sparrow",8,215,0.0372093023255814
"Carkeek Park",12,"Glaucous-winged Gull",81,215,0.376744186046512
"Carkeek Park",12,"Golden-crowned Kinglet",258,215,1.2
"Carkeek Park",12,"Golden-crowned Sparrow",4,215,0.0186046511627907
"Carkeek Park",12,"Great Blue Heron",1,215,0.00465116279069767
"Carkeek Park",12,"Hairy Woodpecker",4,215,0.0186046511627907
"Carkeek Park",12,"Hermit Thrush",1,215,0.00465116279069767
"Carkeek Park",12,"Horned Grebe",5,215,0.0232558139534884
"Carkeek Park",12,"House Finch",354,215,1.64651162790698
"Carkeek Park",12,"House Sparrow",7,215,0.0325581395348837
"Carkeek Park",12,"Hutton's Vireo",1,215,0.00465116279069767
"Carkeek Park",12,"Mallard",38,215,0.176744186046512
"Carkeek Park",12,"Merlin",1,215,0.00465116279069767
"Carkeek Park",12,"Northern Flicker",35,215,0.162790697674419
"Carkeek Park",12,"Pacific Wren",124,215,0.576744186046512
"Carkeek Park",12,"Pileated Woodpecker",11,215,0.0511627906976744
"Carkeek Park",12,"Pine Siskin",457,215,2.12558139534884
"Carkeek Park",12,"Red-breasted Nuthatch",5,215,0.0232558139534884
"Carkeek Park",12,"Red-breasted Sapsucker",2,215,0.00930232558139535
"Carkeek Park",12,"Red-tailed Hawk",2,215,0.00930232558139535
"Carkeek Park",12,"Rock Pigeon",31,215,0.144186046511628
"Carkeek Park",12,"Ruby-crowned Kinglet",101,215,0.469767441860465
"Carkeek Park",12,"Sharp-shinned Hawk",3,215,0.013953488372093
"Carkeek Park",12,"Song Sparrow",193,215,0.897674418604651
"Carkeek Park",12,"Spotted Towhee",24,215,0.111627906976744
"Carkeek Park",12,"Steller's Jay",15,215,0.0697674418604651
"Carkeek Park",12,"Townsend's Warbler",2,215,0.00930232558139535
"Carkeek Park",12,"Varied Thrush",11,215,0.0511627906976744
"Carkeek Park",12,"White-crowned Sparrow",2,215,0.00930232558139535
"Discovery Park",1,"American Black Duck",11,707,0.0155586987270156
"Discovery Park",1,"American Coot",2,707,0.00282885431400283
"Discovery Park",1,"American Crow",751,707,1.06223479490806
"Discovery Park",1,"American Goldfinch",79,707,0.111739745403112
"Discovery Park",1,"American Robin",590,707,0.834512022630834
"Discovery Park",1,"American Wigeon",47,707,0.0664780763790665
"Discovery Park",1,"Anna's Hummingbird",114,707,0.161244695898161
"Discovery Park",1,"Bald Eagle",32,707,0.0452616690240453
"Discovery Park",1,"Barrow's Goldeneye",20,707,0.0282885431400283
"Discovery Park",1,"Bewick's Wren",119,707,0.168316831683168
"Discovery Park",1,"Black Scoter",29,707,0.041018387553041
"Discovery Park",1,"Black-capped Chickadee",554,707,0.783592644978784
"Discovery Park",1,"Bonaparte's Gull",6,707,0.00848656294200849
"Discovery Park",1,"Brandt's Cormorant",4,707,0.00565770862800566
"Discovery Park",1,"Brant",8,707,0.0113154172560113
"Discovery Park",1,"Brown Creeper",35,707,0.0495049504950495
"Discovery Park",1,"Brown-headed Cowbird",4,707,0.00565770862800566
"Discovery Park",1,"Bufflehead",81,707,0.114568599717115
"Discovery Park",1,"Bushtit",335,707,0.473833097595474
"Discovery Park",1,"California Gull",6,707,0.00848656294200849
"Discovery Park",1,"California Quail",1,707,0.00141442715700141
"Discovery Park",1,"Canada Goose",31,707,0.0438472418670438
"Discovery Park",1,"Cedar Waxwing",2,707,0.00282885431400283
"Discovery Park",1,"Chestnut-backed Chickadee",129,707,0.182461103253182
"Discovery Park",1,"Common Goldeneye",79,707,0.111739745403112
"Discovery Park",1,"Common Murre",59,707,0.0834512022630834
"Discovery Park",1,"Cooper's Hawk",6,707,0.00848656294200849
"Discovery Park",1,"Dark-eyed Junco",280,707,0.396039603960396
"Discovery Park",1,"Double-crested Cormorant",95,707,0.134370579915134
"Discovery Park",1,"Downy Woodpecker",30,707,0.0424328147100424
"Discovery Park",1,"Eared Grebe",1,707,0.00141442715700141
"Discovery Park",1,"European Starling",118,707,0.166902404526167
"Discovery Park",1,"Fox Sparrow",46,707,0.0650636492220651
"Discovery Park",1,"Gadwall",9,707,0.0127298444130127
"Discovery Park",1,"Glaucous-winged Gull",311,707,0.43988684582744
"Discovery Park",1,"Golden-crowned Kinglet",747,707,1.05657708628006
"Discovery Park",1,"Golden-crowned Sparrow",104,707,0.147100424328147
"Discovery Park",1,"Great Blue Heron",2,707,0.00282885431400283
"Discovery Park",1,"Greater Scaup",238,707,0.336633663366337
"Discovery Park",1,"Hairy Woodpecker",1,707,0.00141442715700141
"Discovery Park",1,"Hermit Thrush",2,707,0.00282885431400283
"Discovery Park",1,"Hooded Merganser",1,707,0.00141442715700141
"Discovery Park",1,"Horned Grebe",75,707,0.106082036775106
"Discovery Park",1,"House Finch",186,707,0.263083451202263
"Discovery Park",1,"House Sparrow",18,707,0.0254596888260255
"Discovery Park",1,"Hutton's Vireo",5,707,0.00707213578500707
"Discovery Park",1,"Killdeer",1,707,0.00141442715700141
"Discovery Park",1,"Lesser Scaup",13,707,0.0183875530410184
"Discovery Park",1,"Lincoln's Sparrow",5,707,0.00707213578500707
"Discovery Park",1,"Mallard",188,707,0.265912305516266
"Discovery Park",1,"Merlin",5,707,0.00707213578500707
"Discovery Park",1,"Mew Gull",1736,707,2.45544554455446
"Discovery Park",1,"Northern Flicker",140,707,0.198019801980198
"Discovery Park",1,"Northern Shoveler",20,707,0.0282885431400283
"Discovery Park",1,"Northern Shrike",1,707,0.00141442715700141
"Discovery Park",1,"Orange-crowned Warbler",1,707,0.00141442715700141
"Discovery Park",1,"Pacific Wren",255,707,0.360678925035361
"Discovery Park",1,"Pileated Woodpecker",11,707,0.0155586987270156
"Discovery Park",1,"Pine Siskin",893,707,1.26308345120226
"Discovery Park",1,"Purple Finch",8,707,0.0113154172560113
"Discovery Park",1,"Red Crossbill",33,707,0.0466760961810467
"Discovery Park",1,"Red-breasted Merganser",64,707,0.0905233380480905
"Discovery Park",1,"Red-breasted Nuthatch",44,707,0.0622347949080622
"Discovery Park",1,"Red-breasted Sapsucker",2,707,0.00282885431400283
"Discovery Park",1,"Red-necked Grebe",82,707,0.115983026874116
"Discovery Park",1,"Red-tailed Hawk",12,707,0.016973125884017
"Discovery Park",1,"Red-throated Loon",24,707,0.0339462517680339
"Discovery Park",1,"Red-winged Blackbird",3,707,0.00424328147100424
"Discovery Park",1,"Rhinoceros Auklet",32,707,0.0452616690240453
"Discovery Park",1,"Ring-necked Duck",1,707,0.00141442715700141
"Discovery Park",1,"Rock Pigeon",7,707,0.0099009900990099
"Discovery Park",1,"Ruby-crowned Kinglet",158,707,0.223479490806223
"Discovery Park",1,"Sanderling",22,707,0.0311173974540311
"Discovery Park",1,"Sharp-shinned Hawk",1,707,0.00141442715700141
"Discovery Park",1,"Song Sparrow",680,707,0.961810466760962
"Discovery Park",1,"Spotted Towhee",140,707,0.198019801980198
"Discovery Park",1,"Steller's Jay",20,707,0.0282885431400283
"Discovery Park",1,"Surf Scoter",94,707,0.132956152758133
"Discovery Park",1,"Townsend's Warbler",2,707,0.00282885431400283
"Discovery Park",1,"Varied Thrush",60,707,0.0848656294200849
"Discovery Park",1,"Western Grebe",878,707,1.24186704384724
"Discovery Park",1,"White-crowned Sparrow",10,707,0.0141442715700141
"Discovery Park",1,"White-winged Scoter",12,707,0.016973125884017
"Discovery Park",1,"Yellow-rumped Warbler",71,707,0.1004243281471
"Discovery Park",2,"American Coot",2,643,0.0031104199066874
"Discovery Park",2,"American Crow",1466,643,2.27993779160187
"Discovery Park",2,"American Goldfinch",27,643,0.0419906687402799
"Discovery Park",2,"American Robin",1048,643,1.6298600311042
"Discovery Park",2,"American Wigeon",59,643,0.0917573872472784
"Discovery Park",2,"Anna's Hummingbird",206,643,0.320373250388802
"Discovery Park",2,"Bald Eagle",25,643,0.0388802488335925
"Discovery Park",2,"Band-tailed Pigeon",8,643,0.0124416796267496
"Discovery Park",2,"Barrow's Goldeneye",43,643,0.0668740279937792
"Discovery Park",2,"Bewick's Wren",142,643,0.220839813374806
"Discovery Park",2,"Black Scoter",11,643,0.0171073094867807
"Discovery Park",2,"Black-capped Chickadee",615,643,0.956454121306376
"Discovery Park",2,"Blue Jay",1,643,0.0015552099533437
"Discovery Park",2,"Bonaparte's Gull",18,643,0.0279937791601866
"Discovery Park",2,"Brandt's Cormorant",2,643,0.0031104199066874
"Discovery Park",2,"Brant",2,643,0.0031104199066874
"Discovery Park",2,"Brown Creeper",45,643,0.0699844479004666
"Discovery Park",2,"Brown-headed Cowbird",1,643,0.0015552099533437
"Discovery Park",2,"Bufflehead",95,643,0.147744945567652
"Discovery Park",2,"Bushtit",261,643,0.405909797822706
"Discovery Park",2,"California Gull",1,643,0.0015552099533437
"Discovery Park",2,"California Quail",1,643,0.0015552099533437
"Discovery Park",2,"Canada Goose",4,643,0.00622083981337481
"Discovery Park",2,"Cedar Waxwing",1,643,0.0015552099533437
"Discovery Park",2,"Chestnut-backed Chickadee",207,643,0.321928460342146
"Discovery Park",2,"Common Goldeneye",35,643,0.0544323483670296
"Discovery Park",2,"Common Loon",2,643,0.0031104199066874
"Discovery Park",2,"Common Merganser",1,643,0.0015552099533437
"Discovery Park",2,"Common Murre",2,643,0.0031104199066874
"Discovery Park",2,"Cooper's Hawk",6,643,0.00933125972006221
"Discovery Park",2,"Dark-eyed Junco",180,643,0.279937791601866
"Discovery Park",2,"Double-crested Cormorant",82,643,0.127527216174184
"Discovery Park",2,"Downy Woodpecker",31,643,0.0482115085536547
"Discovery Park",2,"Dunlin",2,643,0.0031104199066874
"Discovery Park",2,"Eurasian Wigeon",1,643,0.0015552099533437
"Discovery Park",2,"European Starling",596,643,0.926905132192846
"Discovery Park",2,"Fox Sparrow",25,643,0.0388802488335925
"Discovery Park",2,"Gadwall",31,643,0.0482115085536547
"Discovery Park",2,"Glaucous-winged Gull",295,643,0.458786936236392
"Discovery Park",2,"Golden-crowned Kinglet",620,643,0.964230171073095
"Discovery Park",2,"Golden-crowned Sparrow",61,643,0.0948678071539658
"Discovery Park",2,"Great Blue Heron",4,643,0.00622083981337481
"Discovery Park",2,"Greater Scaup",287,643,0.446345256609642
"Discovery Park",2,"Hairy Woodpecker",4,643,0.00622083981337481
"Discovery Park",2,"Herring Gull",1,643,0.0015552099533437
"Discovery Park",2,"Hooded Merganser",4,643,0.00622083981337481
"Discovery Park",2,"Horned Grebe",101,643,0.157076205287714
"Discovery Park",2,"House Finch",144,643,0.223950233281493
"Discovery Park",2,"House Sparrow",22,643,0.0342146189735614
"Discovery Park",2,"Hutton's Vireo",8,643,0.0124416796267496
"Discovery Park",2,"Killdeer",4,643,0.00622083981337481
"Discovery Park",2,"Lesser Scaup",6,643,0.00933125972006221
"Discovery Park",2,"Mallard",187,643,0.290824261275272
"Discovery Park",2,"Merlin",2,643,0.0031104199066874
"Discovery Park",2,"Mew Gull",1269,643,1.97356143079316
"Discovery Park",2,"Northern Flicker",174,643,0.270606531881804
"Discovery Park",2,"Northern Saw-whet Owl",2,643,0.0031104199066874
"Discovery Park",2,"Northern Shoveler",10,643,0.015552099533437
"Discovery Park",2,"Pacific Wren",247,643,0.384136858475894
"Discovery Park",2,"Pelagic Cormorant",1,643,0.0015552099533437
"Discovery Park",2,"Pigeon Guillemot",12,643,0.0186625194401244
"Discovery Park",2,"Pileated Woodpecker",13,643,0.0202177293934681
"Discovery Park",2,"Pine Siskin",902,643,1.40279937791602
"Discovery Park",2,"Purple Finch",1,643,0.0015552099533437
"Discovery Park",2,"Red Crossbill",66,643,0.102643856920684
"Discovery Park",2,"Red-breasted Merganser",54,643,0.0839813374805599
"Discovery Park",2,"Red-breasted Nuthatch",72,643,0.111975116640746
"Discovery Park",2,"Red-breasted Sapsucker",1,643,0.0015552099533437
"Discovery Park",2,"Red-necked Grebe",106,643,0.164852255054432
"Discovery Park",2,"Red-tailed Hawk",11,643,0.0171073094867807
"Discovery Park",2,"Red-throated Loon",8,643,0.0124416796267496
"Discovery Park",2,"Red-winged Blackbird",25,643,0.0388802488335925
"Discovery Park",2,"Rhinoceros Auklet",5,643,0.00777604976671851
"Discovery Park",2,"Ring-billed Gull",2,643,0.0031104199066874
"Discovery Park",2,"Ring-necked Duck",1,643,0.0015552099533437
"Discovery Park",2,"Rock Pigeon",17,643,0.0264385692068429
"Discovery Park",2,"Ruby-crowned Kinglet",185,643,0.287713841368585
"Discovery Park",2,"Rufous Hummingbird",1,643,0.0015552099533437
"Discovery Park",2,"Sanderling",11,643,0.0171073094867807
"Discovery Park",2,"Sharp-shinned Hawk",1,643,0.0015552099533437
"Discovery Park",2,"Song Sparrow",960,643,1.49300155520995
"Discovery Park",2,"Spotted Towhee",245,643,0.381026438569207
"Discovery Park",2,"Steller's Jay",36,643,0.0559875583203732
"Discovery Park",2,"Surf Scoter",167,643,0.259720062208398
"Discovery Park",2,"Thayer's Gull",1,643,0.0015552099533437
"Discovery Park",2,"Townsend's Warbler",3,643,0.0046656298600311
"Discovery Park",2,"Trumpeter Swan",3,643,0.0046656298600311
"Discovery Park",2,"Varied Thrush",43,643,0.0668740279937792
"Discovery Park",2,"Western Grebe",1013,643,1.57542768273717
"Discovery Park",2,"White-crowned Sparrow",2,643,0.0031104199066874
"Discovery Park",2,"White-winged Scoter",26,643,0.0404354587869362
"Discovery Park",2,"Yellow Warbler",1,643,0.0015552099533437
"Discovery Park",2,"Yellow-rumped Warbler",87,643,0.135303265940902
"Discovery Park",3,"American Coot",3,811,0.00369913686806412
"Discovery Park",3,"American Crow",1808,811,2.22934648581998
"Discovery Park",3,"American Goldfinch",157,811,0.193588162762022
"Discovery Park",3,"American Robin",1833,811,2.26017262638718
"Discovery Park",3,"American Wigeon",50,811,0.061652281134402
"Discovery Park",3,"Anna's Hummingbird",307,811,0.378545006165228
"Discovery Park",3,"Bald Eagle",36,811,0.0443896424167694
"Discovery Park",3,"Band-tailed Pigeon",18,811,0.0221948212083847
"Discovery Park",3,"Barrow's Goldeneye",64,811,0.0789149198520345
"Discovery Park",3,"Belted Kingfisher",2,811,0.00246609124537608
"Discovery Park",3,"Bewick's Wren",175,811,0.215782983970407
"Discovery Park",3,"Black Scoter",3,811,0.00369913686806412
"Discovery Park",3,"Black-capped Chickadee",757,811,0.933415536374846
"Discovery Park",3,"Blue Jay",2,811,0.00246609124537608
"Discovery Park",3,"Brandt's Cormorant",2,811,0.00246609124537608
"Discovery Park",3,"Brant",28,811,0.0345252774352651
"Discovery Park",3,"Brown Creeper",64,811,0.0789149198520345
"Discovery Park",3,"Brown-headed Cowbird",2,811,0.00246609124537608
